id,date,due_date,supplier_type,supplier_id,supplier_taxid,project_id,stock_subttl,stock_tax,stock_grandttl,expense_subttl,expense_tax,expense_grandttl,asset_subttl,asset_tax,asset_grandttl,grandtax,grandttl,status,paidttl,note,ins,user_id,doc_ref_type,doc_ref,po_id,created_at,updated_at,suppliername,tid,tax,amountpaid,is_tax_exc
199,2022-10-05,2022-11-05,supplier,8,NULL,705,0,0,0,37500,0,37500,0,0,0,0,37500,not paid,37500,"Compressor 24000 btu/hr R407C Gas@ 20000, R407 gas@13000, Contactor 32 Amps Single Phase @4500",1,1,DNote,1552,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
200,2022-10-05,2022-11-05,supplier,8,NULL,742,0,0,0,13000,0,13000,0,0,0,0,13000,not paid,13000,"DP Switch 30A @500, Mounting Brackets @ 1500, Condensate pump ceiling cassette @11000",1,1,DNote,1553,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
201,2022-10-05,2022-11-05,supplier,8,NULL,744,0,0,0,26000,0,26000,0,0,0,0,26000,not paid,26000,2-R410 gas @13000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
202,2022-10-05,2022-11-05,supplier,8,NULL,745,0,0,0,13000,0,13000,0,0,0,0,13000,not paid,13000,R 410 gas@13k,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
203,2022-10-05,2022-11-05,supplier,8,NULL,NULL,0,0,0,11000,0,11000,0,0,0,0,11000,not paid,11000,Condensate pump ceiling cassette @11000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
204,2022-10-07,2022-11-07,supplier,8,NULL,NULL,0,0,0,89000,0,89000,0,0,0,0,89000,not paid,89000,"3- R410A Gas@13000, 5- R22 Gas @10000 ",1,1,DNote,1559,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
205,2022-10-07,2022-11-07,supplier,8,NULL,709,0,0,0,26000,0,26000,0,0,0,0,26000,not paid,26000,2- R410 Gas @13000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
206,2022-10-07,2022-11-07,supplier,8,NULL,747,0,0,0,13000,0,13000,0,0,0,0,13000,not paid,13000,R410 Gas @13000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
207,2022-10-11,2022-11-11,supplier,8,NULL,666,0,0,0,13500,0,13500,0,0,0,0,13500,not paid,13500,3 Insulated flexible duct 8 inch diameter@4500,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
208,2022-10-13,2022-11-13,supplier,8,NULL,NULL,0,0,0,350000,0,350000,0,0,0,0,350000,pmt,350000,Payment via Equity bank ref:77172527,1,1,Equity Bank,77172527,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,350000,1
209,2022-10-13,2022-11-13,supplier,8,NULL,711,0,0,0,5500,0,5500,0,0,0,0,5500,not paid,5500,"Universal PCB@ 2000, Contactor Single Phase 30A@3500",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
210,2022-10-14,2022-11-14,supplier,8,NULL,NULL,0,0,0,13000,0,13000,0,0,0,0,13000,not paid,13000,R407A Gas @ 13000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
211,2022-10-14,2022-11-14,supplier,8,NULL,705,0,0,0,7500,0,7500,0,0,0,0,7500,not paid,7500,Outdoor fan motor 1 pc@7500,1,1,DNote,1581,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
212,2022-10-14,2022-11-14,supplier,8,NULL,NULL,0,0,0,23250,0,23250,0,0,0,0,23250,not paid,23250,"50 Rawl Bolts @ 35, 10 Universal PCB @2000, Brazing rods@ 1500",1,1,DNote,1583,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
213,2022-10-14,2022-11-14,supplier,8,NULL,754,0,0,0,27500,0,27500,0,0,0,0,27500,not paid,27500,"Circuit Breaker; Rated 30A@ 2000,Dp Switch 30A @ 1500,2 Copper pipes 1/2@8000, 2 Copper pipes 1/4 @4000",1,1,DNote,1582,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
214,2022-10-17,2022-11-17,supplier,8,NULL,709,0,0,0,39000,0,39000,0,0,0,0,39000,not paid,39000,3 R410a @ 13000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
215,2022-10-17,2022-11-17,supplier,8,NULL,NULL,0,0,0,13000,0,13000,0,0,0,0,13000,not paid,13000,R410a @ 13000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
216,2022-10-19,2022-11-19,supplier,8,NULL,757,0,0,0,44000,0,44000,0,0,0,0,44000,not paid,44000,"2 Copper pipes 1/2@8000, 2 Copper pipes 1/4@4000, Circuit breaker 30A@2000, 90m Cable-3 Core Flex 2.5 mm@200",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
217,2022-10-19,2022-11-19,supplier,8,NULL,761,0,0,0,26800,0,26800,0,0,0,0,26800,not paid,26800,"R410a @ 13000, Brazing rods @1500, Outdoor fan Motor@ 6300, Propeller blade outdoor@ 3000, Universal PCB @2000, Capacitor@ 1000",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
218,2022-10-21,2022-11-21,supplier,8,NULL,660,0,0,0,4500,0,4500,0,0,0,0,4500,not paid,4500,Contactor 32 Amps Single phase @4500,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
219,2022-10-22,2022-11-22,supplier,8,NULL,769,0,0,0,7300,0,7300,0,0,0,0,7300,not paid,7300,Isolator @7300,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
220,2022-10-24,2022-11-24,supplier,8,NULL,757,0,0,0,3000,0,3000,0,0,0,0,3000,not paid,3000,AVS 30@3000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
221,2022-10-24,2022-11-24,supplier,8,NULL,748,0,0,0,2250,0,2250,0,0,0,0,2250,not paid,2250,"3Vinyl Tape@ 250, Brazing rods @1500",1,1,DNote,1602,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
222,2022-10-25,2022-11-25,supplier,8,NULL,NULL,0,0,0,2000,0,2000,0,0,0,0,2000,not paid,2000,2 Map gas@2000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
223,2022-10-25,2022-11-25,supplier,8,NULL,770,0,0,0,30000,0,30000,0,0,0,0,30000,not paid,30000,"Compressor 18000 btu/hr R410A @17000, R410 Gas @13000",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
224,2022-10-25,2022-11-25,supplier,8,NULL,NULL,0,0,0,35000,0,35000,0,0,0,0,35000,not paid,35000,"Compressor 24000 BTU/HR R410a @22000, R410A @13000",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
225,2022-10-27,2022-11-27,supplier,8,NULL,347,0,0,0,98000,0,98000,0,0,0,0,98000,not paid,98000,"Compressor 24000 BTU/HR R410a @22000, R410A @13000, 3 R407 gas @ 13000, Compressor 24000 btu/hr R407 @20000, Universal PCB @2000, 2 Capacitor 45 UF @ 1000",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
226,2022-10-27,2022-11-27,supplier,8,NULL,769,0,0,0,13000,0,13000,0,0,0,0,13000,not paid,13000,R407A Gas @ 13000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
227,2022-10-27,2022-11-27,supplier,8,NULL,777,0,0,0,17000,0,17000,0,0,0,0,17000,not paid,17000,"63A Contactor @7500, 50A Phase Failure @ 9500",1,1,DNote,1618,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
228,2022-10-28,2022-10-28,supplier,8,NULL,779,0,0,0,10000,0,10000,0,0,0,0,10000,not paid,10000,R22 Gas @10000,1,1,DNote,Purchase Order,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
229,2022-10-28,2022-10-28,supplier,8,NULL,NULL,0,0,0,16500,0,16500,0,0,0,0,16500,not paid,16500,"Compressor 12000 btu/hr R22 @15000, Capacitor 45UF @1000, Mounting brackets@ 1500 ",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
230,2022-10-29,2022-10-29,supplier,8,NULL,NULL,0,0,0,13000,0,13000,0,0,0,0,13000,not paid,13000,R410 Gas@ 13000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
231,2022-10-29,2022-10-29,supplier,8,NULL,NULL,0,0,0,2500,0,2500,0,0,0,0,2500,not paid,2500,Filter drier (36k),1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
