id,date,due_date,supplier_type,supplier_id,supplier_taxid,project_id,stock_subttl,stock_tax,stock_grandttl,expense_subttl,expense_tax,expense_grandttl,asset_subttl,asset_tax,asset_grandttl,grandtax,grandttl,status,paidttl,note,ins,user_id,doc_ref_type,doc_ref,po_id,created_at,updated_at,suppliername,tid,tax,amountpaid,is_tax_exc
114,2022-06-10,2022-07-11,supplier,8,NULL,443,0,0,0,9000,0,9000,0,0,0,0,9000,Paid,9000,"2 fan motors@5,000,R410 gas@13,000,R22 gas@9,000",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,9000,1
115,2022-06-10,2022-07-11,supplier,8,NULL,443,0,0,0,9000,0,9000,0,0,0,0,9000,Paid,9000,"2 fan motors@5,000,R410 gas@13,000,R22 gas@9,000",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,9000,1
116,2022-06-11,2022-07-12,supplier,8,NULL,484,0,0,0,22000,0,22000,0,0,0,0,22000,Paid,22000,"Compressor 24,000btu r410 1 pc@22,000",1,1,DNote,1187,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,22000,1
117,2022-06-13,2022-07-14,supplier,8,NULL,407,0,0,0,23650,0,23650,0,0,0,0,23650,Paid,23650,"R32 gas@16,000,cable 4mm 3 core 2.5(25mtrs)@6,750,capillary tube 3 mtrs@900",1,1,DNote,1195,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,23650,1
118,2022-06-13,2022-07-14,supplier,8,NULL,494,0,0,0,30000,0,30000,0,0,0,0,30000,Paid,30000,"Compressor 12,000btu r410 1 pc@15,000,R410 gas 1 cylinder@13,000,2 pcs map gas@2000",1,1,DNote,parcel,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,30000,1
119,2022-06-14,2022-07-15,supplier,8,NULL,NULL,0,0,0,8500,0,8500,0,0,0,0,8500,Paid,8500,"Double probe thermostart,Ako brand@8,500",1,1,DNote,1199,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,8500,1
120,2022-06-15,2022-07-16,supplier,8,NULL,NULL,0,0,0,48000,0,48000,0,0,0,0,48000,Paid,48000,"R410 gas 3 cylinder@39,000,R22 gas cylinder 1pc@9000",1,1,DNote,1206,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,48000,1
121,2022-06-15,2022-07-16,supplier,8,NULL,508,0,0,0,8000,0,8000,0,0,0,0,8000,Paid,8000,"Condenser fan motor@8,000",1,1,DNote,Karen leadership,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,8000,1
122,2022-06-16,2022-07-17,supplier,8,NULL,596,0,0,0,2000,0,2000,0,0,0,0,2000,Paid,2000,"Coil sensor@2,000",1,1,DNote,1210,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,2000,1
123,2022-06-21,2022-07-22,supplier,8,NULL,NULL,0,0,0,500000,0,500000,0,0,0,0,500000,pmt,500000,Payment via equity Bank ref:76862873,1,1,Equity Bank,76862873,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,500000,1
124,2022-06-27,2022-07-28,supplier,8,NULL,NULL,0,0,0,100000,0,100000,0,0,0,0,100000,pmt,100000,Payment via equity Bank ref:7687912,1,1,Equity Bank,7687912,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,100000,1
125,2022-06-17,2022-07-18,supplier,8,NULL,513,0,0,0,33580,0,33580,0,0,0,0,33580,Paid,33580,"5/8 copper pipe 3 rolls@28,500,3/8 Copper pipe 3 pcs@13,500,Amoflex 5/8 28 pcs@4,480,Amoflex 3/8 28pcs@3,080,M8 threaded rods 10 pcs@1600,cable 2.5mm 3 core 1 roll@16,000",1,1,DNote,1213,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,33580,1
126,2022-06-17,2022-07-18,supplier,8,NULL,499,0,0,0,33580,0,33580,0,0,0,0,33580,Paid,33580,"5/8 copper pipe 3 rolls@28,500,3/8 Copper pipe 3 pcs@13,500,Amoflex 5/8 28 pcs@4,480,Amoflex 3/8 28pcs@3,080,M8 threaded rods 10 pcs@1600,cable 2.5mm 3 core 1 roll@16,000",1,1,DNote,1213,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,33580,1
127,2022-06-18,2022-07-19,supplier,8,NULL,524,0,0,0,5800,0,5800,0,0,0,0,5800,Paid,5800,"Dp switch 32Amps@400,6mm single core 27mtrs@5,400,",1,1,DNote,1215,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,5800,1
128,2022-06-23,2022-07-24,supplier,8,NULL,523,0,0,0,26000,0,26000,0,0,0,0,26000,Paid,26000,"Thermal overload 50 Amps 2 pcs@6000,3 phase Avs 2 pcs@15,000,6 mm cable single core 10 mtrs@2000,brazing rods 1 pkt@1500,Cable 0.7mm 3 core 15 mtrs@1500,",1,1,DNote,1230,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,26000,1
129,2022-06-24,2022-07-25,supplier,8,NULL,523,0,0,0,16000,0,16000,0,0,0,0,16000,Paid,16000,"2.5mm 3 core cable 37 mtrs rest came to office@16,000",1,1,DNote,1231,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,16000,1
130,2022-06-24,2022-07-25,supplier,8,NULL,526,0,0,0,25000,0,25000,0,0,0,0,25000,Paid,25000,"Comp 24,000btu R410a 1pc@22,000(qtn 1169),1 pkt for brazing rods@1500,(Qtn all devided equally)Capacitor 45uf@1500@(1304),R22 gas 5 pcs@50,0000-(Qtn 1327 4 pcs 1 rem as office stock)",1,1,DNote,1232,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,25000,1
131,2022-06-24,2022-07-25,supplier,8,NULL,528,0,0,0,25000,0,25000,0,0,0,0,25000,Paid,25000,"Comp 24,000btu R410a 1pc@22,000(qtn 1169),1 pkt for brazing rods@1500,(Qtn all devided equally)Capacitor 45uf@1500@(1304),R22 gas 5 pcs@50,0000-(Qtn 1327 4 pcs 1 rem as office stock)",1,1,DNote,1232,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,25000,1
132,2022-06-24,2022-07-25,supplier,8,NULL,529,0,0,0,25000,0,25000,0,0,0,0,25000,Paid,25000,"Comp 24,000btu R410a 1pc@22,000(qtn 1169),1 pkt for brazing rods@1500,(Qtn all devided equally)Capacitor 45uf@1500@(1304),R22 gas 5 pcs@50,0000-(Qtn 1327 4 pcs 1 rem as office stock)",1,1,DNote,1232,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,25000,1
133,2022-06-27,2022-07-28,supplier,8,NULL,570,0,0,0,45000,0,45000,0,0,0,0,45000,Paid,45000,"6mm 5 core cable(50 mtrs)@45,000",1,1,DNote,1244,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,45000,1
134,2022-06-28,2022-07-29,supplier,8,NULL,520,0,0,0,19500,0,19500,0,0,0,0,19500,Paid,19500,"Air curtain 900mm(3 ft)@19,500",1,1,DNote,1246,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,19500,1
135,2022-06-28,2022-07-29,supplier,8,NULL,529,0,0,0,102000,0,102000,0,0,0,0,102000,Paid,102000,"Compressor r410a 24,000btu@22,000(Qtn 1420),Capacitor 45uf@1500(Qtn 1420),R410 gas 2 pcs@26,000(Qtn 1420),Avs 30 1 pc@3000(Qtn 1420),Comp 18,000btu R410@18,000(stock),Comp 18,000btu r22@15,500(Qtn 1423),R22 gas 1 cylinder@10,000(Qtn 1423),Contactor 2 pcs 40Amps@5,000(Qtn 1420),1 Map gas@1,000(Qtn 1304)",1,1,DNote,1249,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,102000,1
136,2022-06-28,2022-07-29,supplier,8,NULL,449,0,0,0,53680,0,53680,0,0,0,0,53680,Paid,53680,"Air curtain 900mm(3 ft) 2pcs@39,000,R410 1 cylinder@13,000,dp switch 32Amps@400,1.5mm 3 core cable 10 mtrs@1100,Wall plugs 30 pcs@90,Screws 30 pcs@90",1,1,DNote,Parcel,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,53680,1
137,2022-06-29,2022-07-30,supplier,8,NULL,529,0,0,0,35500,0,35500,0,0,0,0,35500,Paid,35500,"Compressor 18,000btu R22(1 Pc@15,500k),plus 2 cylinders for R22(20k)",1,1,DNote,Parcel,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,35500,1
138,2022-06-30,2022-07-31,supplier,8,NULL,485,0,0,0,12500,0,12500,0,0,0,0,12500,Paid,12500,"Copper pipe 1/2(1 Roll)8,000@,Copper pipe 1/4(1 Roll)@3,500,1 Map gas@,1000",1,1,DNote,1254,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,12500,1
139,2022-07-01,2022-08-01,supplier,8,NULL,538,0,0,0,3000,0,3000,0,0,0,0,3000,Paid,3000,Outdoor fan motor 1 pc@3000,1,1,DNote,1255,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,3000,1
140,2022-07-01,2022-08-01,supplier,8,NULL,554,0,0,0,70200,0,70200,0,0,0,0,70200,Paid,70200,"PCb card 1 pc@2,200,avs 30 single phase 3 pcs@9000,32 amps Contactor 1pc@4,500,Capacitor 45uf 1 pc@1,500,R410 gas 1 pc@13k,comp 36,000btu R410 scroll single phase@40,000,",1,1,DNote,1261,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,70200,1
141,2022-07-04,2022-08-04,supplier,8,NULL,552,0,0,0,48040,0,48040,0,0,0,0,48040,Paid,48040,"5/8 copper pipe(3 rolls)@28000,3/8 copper pipe(3 rolls)@13,500,Amoflex 5/8(12pcs)@1920,Amoflex 3/8(12 pcs)@1320,Avs 30 1 pc@3000,25Amps Dp switch@300,",1,1,DNote,1270,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,48040,1
142,2022-07-04,2022-08-04,supplier,8,NULL,NULL,0,0,0,20000,0,20000,0,0,0,0,20000,Paid,20000,"R22 gas 2 cylinders@20,000",1,1,DNote,1271,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,20000,1
143,2022-07-06,2022-08-06,supplier,8,NULL,557,0,0,0,19000,0,19000,0,0,0,0,19000,Paid,19000,"R410 1 cylinder@13,000 capacitor 50uf@1,500,Contactor 32Amps@4,500",1,1,DNote,1274,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,19000,1
144,2022-07-07,2022-08-07,supplier,8,NULL,558,0,0,0,9000,0,9000,0,0,0,0,9000,Paid,9000,"Fan motor with blade@4,500,Contactor 32Amps@4,500",1,1,DNote,1277,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,9000,1
145,2022-07-07,2022-08-07,supplier,8,NULL,NULL,0,0,0,39000,0,39000,0,0,0,0,39000,Paid,39000,"3 R410 Cylinders@39,000",1,1,DNote,1279,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,39000,1
146,2022-07-13,2022-08-13,supplier,8,NULL,NULL,0,0,0,33500,0,33500,0,0,0,0,33500,Paid,33500,"Comp 24,000btu R410a 1pc@22,000(Pi 1422),Fan dx100 xpelair@11,500(Green span Pi 1423)",1,1,DNote,1308,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,33500,1
147,2022-07-13,2022-08-13,supplier,8,NULL,570,0,0,0,54000,0,54000,0,0,0,0,54000,Paid,54000,"6mm 5 core cable(50 mtrs)@45,000,Contactor 60Amps@5,500,Isolator 3 phase@3,500",1,1,DNote,1310,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,54000,1
148,2022-07-16,2022-08-16,supplier,8,NULL,NULL,0,0,0,81800,0,81800,0,0,0,0,81800,Paid,81800,"250mm s&p inline fan 3 pcs@81,000,1 conta glue 1 liter@800",1,1,DNote,1318,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,81800,1
149,2022-07-19,2022-08-19,supplier,8,NULL,NULL,0,0,0,500000,0,500000,0,0,0,0,500000,pmt,500000,Payment via Equity bank ref:76943996,1,1,Equity Bank,76943996,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,500000,1
150,2022-07-19,2022-08-19,supplier,8,NULL,537,0,0,0,22150,0,22150,0,0,0,0,22150,Paid,22150,"ttpro 150mm inline fun 2 pcs@26,000,Canvas 3 mtrs@4,500,Conta glue ya 1/2ltr@500,R407 gas 1 cylinder@13,000,(Qtn 1471)Aluminium tape 1 pc@300",1,1,DNote,1326,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,22150,1
151,2022-07-19,2022-08-19,supplier,8,NULL,593,0,0,0,22150,0,22150,0,0,0,0,22150,Paid,22150,"ttpro 150mm inline fun 2 pcs@26,000,Canvas 3 mtrs@4,500,Conta glue ya 1/2ltr@500,R407 gas 1 cylinder@13,000,(Qtn 1471)Aluminium tape 1 pc@300",1,1,DNote,1326,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,22150,1
152,2022-07-22,2022-08-22,supplier,8,NULL,NULL,0,0,0,1500,0,1500,0,0,0,0,1500,Paid,1500,"Copper rods 1pkt@,1,500",1,1,DNote,1339,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,1500,1
153,2022-07-23,2022-08-23,supplier,8,NULL,593,0,0,0,3200,0,3200,0,0,0,0,3200,Paid,3200,Indoor fan motor@3000,1,1,DNote,1341,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,3200,1
154,2022-07-23,2022-08-23,supplier,8,NULL,601,0,0,0,53000,0,53000,0,0,0,0,53000,Paid,53000,"Compressor 24,000btu r410@22,000,R410 gas 2cylinder@26,000,Contactor 32Amps@4,500,Dp switch 1pc@500",1,1,DNote,1344,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,53000,1
155,2022-07-27,2022-08-27,supplier,8,NULL,605,0,0,0,12250,0,12250,0,0,0,0,12250,Paid,12250,"R22 gas 2 cylinders@20,000(Qtn 1454),contactor 32Amps@4,500(Qtn 1455)",1,1,DNote,1351,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,12250,1
156,2022-07-27,2022-08-27,supplier,8,NULL,601,0,0,0,12250,0,12250,0,0,0,0,12250,Paid,12250,"R22 gas 2 cylinders@20,000(Qtn 1454),contactor 32Amps@4,500(Qtn 1455)",1,1,DNote,1351,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,12250,1
157,2022-07-27,2022-08-27,supplier,8,NULL,603,0,0,0,12000,0,12000,0,0,0,0,12000,Paid,12000,"Avs 3 phase 1 pc@7,500,contactor 32Amps 3 phase@4,500",1,1,DNote,1355,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,12000,1
158,2022-07-28,2022-08-28,supplier,8,NULL,601,0,0,0,40000,0,40000,0,0,0,0,40000,Paid,40000,"Compressor 36,000btu r410 rotary single phase@40,000",1,1,DNote,1363,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,40000,1
159,2022-07-28,2022-08-28,supplier,8,NULL,528,0,0,0,13000,0,13000,0,0,0,0,13000,Paid,13000,"R410 gas 1 pc@13,000",1,1,DNote,1362,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,13000,1
160,2022-07-29,2022-08-29,supplier,8,NULL,611,0,0,0,3250,0,3250,0,0,0,0,3250,Paid,3250,"Avs 2 pcs@6000,Dp switch 1pc@500",1,1,DNote,1370,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,3250,1
161,2022-07-29,2022-08-29,supplier,8,NULL,610,0,0,0,3250,0,3250,0,0,0,0,3250,Paid,3250,"Avs 2 pcs@6000,Dp switch 1pc@500",1,1,DNote,1370,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,3250,1
162,2022-08-02,2022-09-02,supplier,8,NULL,619,0,0,0,26820,0,26820,0,0,0,0,26820,Paid,26820,"Contactor 32Amps4,500@Phase failure 3 phase@6,500,Copper pipe 3/4 1roll@12,000,Amafolex 3/4 8 Pcs@1440,Amoflex 3/8 8 pcs@880,Brazing rods 1pkt@1500",1,1,DNote,1383,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,26820,1
163,2022-08-04,2022-09-04,supplier,8,NULL,626,0,0,0,20000,0,20000,0,0,0,0,20000,Paid,20000,"Recovery unit machine@20,000",1,1,DNote,1391,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,20000,1
164,2022-08-06,2022-09-06,supplier,8,NULL,627,0,0,0,12000,0,12000,0,0,0,0,12000,Paid,12000,"R22 Gas@10,000,Universal pcb 1pc@2,000",1,1,DNote,1397,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,12000,1
165,2022-08-06,2022-09-06,supplier,8,NULL,629,0,0,0,2000,0,2000,0,0,0,0,2000,Paid,2000,"Universal pcb 1pc@2,000",1,1,DNote,1398,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,2000,1
166,2022-08-06,2022-09-06,supplier,8,NULL,628,0,0,0,24500,0,24500,0,0,0,0,24500,Paid,24500,"Compressor 24,000btu R22 gas@20,000,Contactor 32Amps@4,500",1,1,DNote,1399,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,24500,1
167,2022-08-23,2022-09-23,supplier,8,NULL,NULL,0,0,0,550000,0,550000,0,0,0,0,550000,pmt,550000,Payment via Equity bank ref:77035453,1,1,Equity Bank,77035453,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,550000,1
168,2022-08-23,2022-09-23,supplier,8,NULL,638,0,0,0,23600,0,23600,0,0,0,0,23600,Partly paid,6460,"Avs single phase@3000,circuit breaker 40Amps@3500,dp switch 30@500,Tngit glue 1/2 ltr@600,2.5mm 3 core cable 1 roll@16,000",1,1,DNote,1495,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,23600,1
169,2022-08-22,2022-09-22,supplier,8,NULL,637,0,0,0,6000,0,6000,0,0,0,0,6000,not paid,6000,"Contactor ya synider 32Amps@4,500,capacitor 45uf@1,500",1,1,DNote,1487,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
170,2022-08-29,2022-09-29,supplier,8,NULL,NULL,0,0,0,4500,0,4500,0,0,0,0,4500,not paid,4500,"contactor relay@,4,500",1,1,DNote,1417,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
171,2022-08-29,2022-09-29,supplier,8,NULL,647,0,0,0,24000,0,24000,0,0,0,0,24000,not paid,24000,"24,000btu r410 comp@22,000,universal pcb@2,000",1,1,DNote,1416,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
172,2022-08-31,2022-10-01,supplier,8,NULL,651,0,0,0,121800,0,121800,0,0,0,0,121800,not paid,121800,"1 and 1/8 copper pipe-1 length@11,000,7/8 copper pipe-1 length@7,500,phase failure 3phase@6,500,avs 3 phase 2 pcs@15,000,50Amps contactor@5,500,50amps isolator@3,500,4mm 5 core cable 1 roll@54,000,1 and 1/8 amouflex 3pcs@750,7/8 amouflex 3 pcs@600,1and 1/8 to 7/8 reducer@ 6002pcs,7/8 to 5/8 reducer 2pcs@500,7/8 elbows 2 pcs400,1and 1/8 elbows 2pcs@500,1.5mm 3core cable 1 roll@10,000,universal pcb 1 pc@2000,avs 30single phase@3000,partrice box 1pc@50,self tapping screws 1 pkt@,400",1,1,DNote,1426,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
173,2022-09-08,2022-10-09,supplier,8,NULL,635,0,0,0,12250,0,12250,0,0,0,0,12250,not paid,12250,"Canvas 2m@3000,1/4ltr conta glue@300,aluminium tape 3pcs@900,400 by 400mmlouver grill@5,300,3/16 still bits 4pcs@600,rivet 1 pkt@650,cutting disc 2 pcs@500,silicon grey 4 pcs@1,000",1,1,DNote,1441,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
174,2022-08-15,2022-09-15,supplier,8,NULL,NULL,0,0,0,10000,0,10000,0,0,0,0,10000,not paid,10000,R22 gas,1,1,DNote,1470,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
175,2022-09-12,2022-10-13,supplier,8,NULL,635,0,0,0,16700,0,16700,0,0,0,0,16700,not paid,16700,"Avs 30 single phase@3,000,diffuser grill 600 by 600mm with damper@2pcs12,600,insulating tape 1 pc@300,self tapping screws1 pkt@400,wall plugs 1 pkt@,400",1,1,DNote,1499,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
176,2022-09-14,2022-10-15,supplier,8,NULL,NULL,0,0,0,92000,0,92000,0,0,0,0,92000,not paid,92000,"R410 Cylinders gas Frio+ Gas 4 cyliders @52000, R22 Gas Frio+ 4 cylinders @ 40000",1,1,DNote,1503,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
177,2022-09-14,2022-10-15,supplier,8,NULL,NULL,0,0,0,11000,0,11000,0,0,0,0,11000,not paid,11000,Mini Orange AC Condensate pump,1,1,DNote,1450,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
178,2022-09-23,2022-10-24,supplier,8,NULL,681,0,0,0,13000,0,13000,0,0,0,0,13000,not paid,13000,R410 Gas @13000,1,1,DNote,1525,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
179,2022-09-24,2022-10-25,supplier,8,NULL,692,0,0,0,3000,0,3000,0,0,0,0,3000,not paid,3000,AVS 30 Single phase @ 3000,1,1,DNote,1527,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
180,2022-09-26,2022-10-27,supplier,8,NULL,679,0,0,0,67012,0,67012,0,0,0,0,67012,not paid,67012,"2 Compressor 18000 btu/hr R410A @17000, 2 AVS 30 @3000, 4 Brazing Rods @53, 2 R410A, Capacitor 45 UF",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
181,2022-09-26,2022-10-27,supplier,8,NULL,694,0,0,0,3000,0,3000,0,0,0,0,3000,not paid,3000,AVS 30 Single Phase @3000 ,1,1,DNote,1545,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
182,2022-09-27,2022-10-28,supplier,8,NULL,694,0,0,0,26000,0,26000,0,0,0,0,26000,not paid,26000,2-R410 Gas @ 13000,1,1,DNote,1550,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
183,2022-09-28,2022-10-29,supplier,8,NULL,710,0,0,0,34500,0,34500,0,0,0,0,34500,not paid,34500,"R410 gas @13000,28 Brazing Rods@1500, AVS 30 @3000, Compressor 18000Btu/hr R410A @17000",1,1,DNote,1537,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
184,2022-09-29,2022-10-30,supplier,8,NULL,714,0,0,0,2100,0,2100,0,0,0,0,2100,not paid,2100,"Universal pcb 1pc@2,100",1,1,DNote,1546,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
185,2022-09-30,2022-10-31,supplier,8,NULL,679,0,0,0,1000,0,1000,0,0,0,0,1000,not paid,1000,Map Gas @1000,1,1,DNote,1547,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
186,2022-09-30,2022-10-31,supplier,8,NULL,715,0,0,0,2500,0,2500,0,0,0,0,2500,not paid,2500,Samsung Remote Contrrol @2500,1,1,DNote,1553,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
187,2022-09-30,2022-10-31,supplier,8,NULL,NULL,0,0,0,26000,0,26000,0,0,0,0,26000,not paid,26000,2 R410A @13000,1,1,DNote,1548,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
188,2022-09-30,2022-10-31,supplier,8,NULL,701,0,0,0,20000,0,20000,0,0,0,0,20000,not paid,20000,Compressor 24000 btu/hr R22 Gas@ 20000,1,1,DNote,1551,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
189,2022-09-30,2022-10-31,supplier,8,NULL,710,0,0,0,16000,0,16000,0,0,0,0,16000,not paid,16000,"Compressor 12000 btu/hr R22 @15000, Capacitor 45UF @1000",1,1,DNote,1552,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
190,2022-10-03,2022-11-03,supplier,8,NULL,701,0,0,0,7000,0,7000,0,0,0,0,7000,not paid,7000,2 Contactor D25 @3500,1,1,DNote,44837,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
191,2022-10-03,2022-11-03,supplier,8,NULL,706,0,0,0,14750,0,14750,0,0,0,0,14750,not paid,14750,"15m Copper pipes 1/2 per meter @8000, 15m Copper Pipes 1/4 per meter @4000, MCB 30A @2500, Cable ties @250",1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
192,2022-10-03,2022-11-03,supplier,8,NULL,720,0,0,0,4000,0,4000,0,0,0,0,4000,not paid,4000,2 Circuit Breaker; Rated 20A@ 2000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
193,2022-10-03,2022-11-03,supplier,8,NULL,730,0,0,0,2100,0,2100,0,0,0,0,2100,not paid,2100,Universal Remote KT-109 @ 2100,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
194,2022-10-04,2022-11-04,supplier,8,NULL,NULL,0,0,0,2800,0,2800,0,0,0,0,2800,not paid,2800,5l Conta Glue @560,1,1,DNote,2001,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
195,2022-10-04,2022-11-04,supplier,8,NULL,710,0,0,0,1000,0,1000,0,0,0,0,1000,not paid,1000,Map gas@1000,1,1,DNote,NULL,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
196,2022-10-04,2022-11-04,supplier,8,NULL,719,0,0,0,9600,0,9600,0,0,0,0,9600,not paid,9600,"50A Contactor@ 7300, Overload (for Contactor)@2300",1,1,DNote,2004,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
197,2022-10-04,2022-11-04,supplier,8,NULL,651,0,0,0,2000,0,2000,0,0,0,0,2000,not paid,2000,Universal PCB@ 2000,1,1,DNote,2009,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
198,2022-10-01,2022-11-01,supplier,8,NULL,718,0,0,0,11000,0,11000,0,0,0,0,11000,not paid,11000,Condensate pump mini Aspen@ 11000,1,1,DNote,1551,NULL,2022-11-11,2022-11-11,FRONTFREEZE SERVICES LTD,1,0,0,1
